id,gender,age,educstat,educstatgroup,birthreg,growup,birthpatreg,educstatpat,edustatpatgroup,educstatmat,educstatmatgroup,workstat,retireddummy,hhsize,hhsizegroup,lifestyle,voteintparty2,voteintparty,turnout,voteintakp,voteintchp,voteintmhp,voteintbdp,voteintRL,voteint4major,voteint4major2,affiliat,affliatngo,affiliatparty,affiliatchamb,minrights,warenem,usearm,politban,instbest,tradlifeforce,freedomseparat,patrcitizen,lifestylecompare,interethmarriage,minschool,turkeyleader,badhabits,privresp,alcoholsalat,obstructtransport,leaderjeernew,leaderjeer,preg,intermarry,polapol,libcons,leftright,authanti,secularanti,outin,pacmil,egalelit,nationalist,globloc,europas,headcover,ethnicity,ethnicdummy,religion,religdummy,religiosity,hhincome,loghhincome,region,resarea,resarearural,incomebrac,gini2011pers,gini2012pers,gini2013pers,gini2014pers,gini2011hh,gini2012hh,gini2013hh,gini2014hh,sedi,factor1,factor2,factor3,factor4,socialorder,useofforce,p1,p2,p3,p4,p5
30,Female,49,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,5,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Neither right nor wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Neither right nor wrong,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,600,6.3969297,Western Marmara,Rural,Rural,Lower class,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,.26715299,-.75608623,-.95001239,.33811179,32.880356,60.995285,.39536768,.28325853,.15556565,.021411935,.14439622
31,Male,61,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,"Farmer, agriculturalist, stock breeder",Working,5,3-5 persons,Religious conservative,,,,,,,,,,,Affiliated,Not Affiliated,Not Affiliated,Affiliated,Neither right nor wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Neither right nor wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,,,,,,,,,,,,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,3000,8.0063677,Western Marmara,Rural,Rural,New middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-.28656536,-.035147019,.5188449,-.46074736,59.965523,48.034039,.62027985,.16613187,.085319795,.024621774,.10364668
32,Male,60,Illiterate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Disabled,Working,2,1-2 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Pacifist - Describes me well,Egalitarian - Describes me very well,No opinion,No opinion,No opinion,Head scarf,Zaza,Non-Kurdish,Sunni Muslim,Others,Non-believer,300,5.7037826,Southeastern Anatolia,Rural,Rural,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-.54520988,.50939292,.53795624,-.57165504,60.317928,46.234596,.45220757,.29961696,.078265294,.087821752,.082088418
33,Female,62,Primary school graduate,Under high school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,2,1-2 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Right,Neither right nor wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Apolitical - Describes me well,Conservative - Describes me well,Left-winger - Describes me well,Anti-authoritarian - Describes me well,Secular - Describes me very well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Universal - Describes me well,European - Describes me well,No head cover,Other,Non-Kurdish,Sunni Muslim,Others,Religious,1000,6.9077554,Aegean,Rural,Rural,Lower middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.065176278,1.4265748,1.3963374,.012946586,76.146141,55.719578,.81165582,.068630569,.040218156,.0071474332,.072347991
34,Female,65,Primary school graduate,Under high school,Aegean,Rural,Aegean,Literate w/out degree,Under high school,Illiterate,Under high school,Housewife,Working,2,1-2 persons,Traditional conservative,MHP,MHP,Voter,No,No,Yes,No,Center-Right,MHP,MHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Absolutely right,Neither right nor wrong,Wrong,Right,Right,Wrong,,Wrong,Wrong,Right,Right,Right,Right,Apolitical - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Anti-authoritarian - Describes me well,No opinion,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Local - Describes me very well,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,500,6.2146082,Aegean,Rural,Rural,Lower middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.97575516,-.80636758,-.49740803,.93142521,41.226208,70.621613,.52323043,.22062773,.1347151,.012252904,.10917386
35,Male,67,Primary school graduate,Under high school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Illiterate,Under high school,Retired,Retired,2,1-2 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Right,Right,Right,Absolutely right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Political - Describes me very well,Liberal - Describes me well,Left-winger - Describes me well,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Universal - Describes me well,European - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1000,6.9077554,Aegean,Rural,Rural,Lower middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.29488048,.065940656,.64023203,.19494666,62.203854,58.672474,.7184543,.10199516,.10094479,.010361804,.068243943
36,Male,31,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,"Works, other",Working,3,3-5 persons,Traditional conservative,,,,,,,,,,,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,,,,,,,,,,Right,,Right,Right,Right,,,Right,Right,Political - Describes me very well,Conservative - Describes me well,No opinion,No opinion,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Elitist - Describes me well,Nationalist - Describes me well,Universal - Describes me well,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Pious,1200,7.0900769,Western Marmara,Rural,Rural,Lower middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,,,,,50.398224,55.509525,.66278017,.05336244,.19951215,.010193066,.074152187
37,Male,23,,,Aegean,Rural,,Primary school graduate,Under high school,,,"Unemployed, seeking job",Working,3,3-5 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Political - Describes me well,Conservative - Describes me well,Left-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Universal - Describes me well,European - Describes me well,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,900,6.8023949,Aegean,Rural,Rural,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,-2.2013037,1.3835368,1.1862079,-2.1808941,72.271446,20.125189,,,,,
38,Female,30,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,7,6-8 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Right,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Right,Right,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Pacifist - Describes me well,Egalitarian - Describes me well,No opinion,No opinion,No opinion,Head scarf,Zaza,Non-Kurdish,Sunni Muslim,Others,Pious,300,5.7037826,Southeastern Anatolia,Rural,Rural,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-2.007585,1.1736853,.82374692,-1.9714105,65.587799,23.523987,.7343359,.040562112,.021621712,.089835279,.11364498
39,Female,37,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Apolitical - Describes me very well,Conservative - Describes me very well,No opinion,Authoritarian - Describes me well,Secular - Describes me very well,Self-enclosed - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,850,6.7452364,Western Marmara,Rural,Rural,Lower class,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-.66400737,-.58571637,.37962925,-.89869601,57.398441,40.928459,.61154127,.14245555,.066844516,.032698713,.14645994
40,Male,35,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,"Farmer, agriculturalist, stock breeder",Working,5,3-5 persons,Traditional conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Political - Describes me very well,No opinion,No opinion,No opinion,No opinion,No opinion,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,400,5.9914646,Southeastern Anatolia,Rural,Rural,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-1.1067635,.6542666,.68223715,-1.1382517,62.978413,37.041737,.19464494,.004793514,.0007319022,.78601229,.013817342
41,Female,53,Primary school graduate,Under high school,Western Marmara,Others,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,3,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Wrong,Wrong,Right,Right,,,,,,,,,,,,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Pious,1000,6.9077554,Western Marmara,Rural,Rural,New middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,1.3671399,2.1975746,2.5855474,1.2351673,98.074722,75.549728,.95028365,.0066506881,.027051359,.00053546007,.015478865
42,Female,39,Illiterate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,6,6-8 persons,Traditional conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Neither right nor wrong,Neither right nor wrong,Right,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Pacifist - Describes me well,Egalitarian - Describes me well,No opinion,No opinion,No opinion,Head scarf,Zaza,Non-Kurdish,Sunni Muslim,Others,Religious,500,6.2146082,Southeastern Anatolia,Rural,Rural,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-.44794583,.39212522,.44082108,-.47078359,58.526794,47.871204,.67564225,.10785723,.071029387,.030758025,.11471312
43,Female,75,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,2,1-2 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Right,Wrong,Wrong,Absolutely Wrong,Right,Right,Right,Right,Neither right nor wrong,Wrong,Wrong,Neither right nor wrong,Absolutely right,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Elitist - Describes me very well,Nationalist - Describes me well,No opinion,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Pious,800,6.6846118,Western Marmara,Rural,Rural,Lower middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-.65504044,1.2318782,.73943418,-.55388683,64.033104,46.522881,.77099806,.082054704,.026791729,.013688168,.10646737
44,Female,39,High school graduate,High school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,4,3-5 persons,Religious conservative,,,,,,,,,,,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,No opinion,No opinion,Right-winger - Describes me well,No opinion,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Western Marmara,Rural,Rural,Lower middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,.49011937,.90637273,.61276293,.56787109,61.697334,64.723061,.56950474,.15532734,.16941722,.0041421452,.10160857
45,Male,71,Primary school graduate,Under high school,Aegean,Rural,Aegean,Literate w/out degree,Under high school,Literate w/out degree,Under high school,Retired,Retired,2,1-2 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Absolutely Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Right,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Absolutely right,Right,Absolutely right,Neither right nor wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Right,Neither right nor wrong,No opinion,Conservative - Describes me well,Right-winger - Describes me well,No opinion,No opinion,No opinion,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Local - Describes me well,Asian - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,600,6.3969297,Aegean,Rural,Rural,Lower middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,-1.3876133,1.2926521,1.1335559,-1.3892008,71.30056,32.970165,.74199885,.095055297,.028711839,.048258308,.085975699
